# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sun Jun 11 18:07:45 CEST 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.60000 1.3513588905 2.5250738340    1.321  1.742  3.6760  2.474    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.002e-03 1.529e-03 6.720e-03 -1.000 1.539e-02 0.416 2.731 1.828 0.792 0.189 -0.296 -1.010 -1.578 -1.659
0.0152 0.01508 9.60000 1.3516705036 2.5251064596    1.322  1.743  3.6760  2.472    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.001e-03 1.530e-03 6.720e-03 -1.000 1.539e-02 0.411 2.728 1.824 0.788 0.185 -0.301 -1.015 -1.583 -1.664
0.0152 0.01508 9.60000 1.3519884348 2.5251397288    1.322  1.746  3.6759  2.469    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.001e-03 1.530e-03 6.720e-03 -1.000 1.539e-02 0.406 2.726 1.820 0.783 0.179 -0.306 -1.021 -1.590 -1.670
0.0152 0.01508 9.60000 1.3523125648 2.5251736281    1.322  1.749  3.6757  2.466    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.001e-03 1.531e-03 6.720e-03 -1.000 1.539e-02 0.399 2.723 1.815 0.777 0.173 -0.313 -1.029 -1.598 -1.678
0.0152 0.01508 9.60000 1.3526263237 2.5252064250    1.323  1.752  3.6754  2.461    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.000e-03 1.531e-03 6.720e-03 -1.000 1.539e-02 0.390 2.721 1.809 0.770 0.165 -0.322 -1.038 -1.608 -1.688
0.0152 0.01508 9.60000 1.3529479504 2.5252400261    1.323  1.756  3.6751  2.456    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.000e-03 1.531e-03 6.720e-03 -1.000 1.539e-02 0.380 2.719 1.803 0.761 0.155 -0.332 -1.049 -1.620 -1.701
0.0152 0.01508 9.60000 1.3532625437 2.5252728747    1.323  1.761  3.6747  2.450    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 2.000e-03 1.532e-03 6.720e-03 -1.000 1.539e-02 0.368 2.717 1.795 0.752 0.144 -0.344 -1.063 -1.635 -1.716
0.0152 0.01508 9.60000 1.3535723686 2.5253052083    1.324  1.766  3.6743  2.443    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.999e-03 1.532e-03 6.720e-03 -1.000 1.539e-02 0.354 2.714 1.787 0.741 0.132 -0.357 -1.078 -1.651 -1.732
0.0152 0.01508 9.60000 1.3538885117 2.5253381836    1.324  1.774  3.6737  2.433    4  0.000  0.397     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.999e-03 1.533e-03 6.720e-03 -1.000 1.539e-02 0.336 2.712 1.776 0.726 0.115 -0.375 -1.098 -1.673 -1.755
0.0152 0.01508 9.60000 1.3542095423 2.5253716506    1.325  1.783  3.6728  2.420    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.999e-03 1.533e-03 6.720e-03 -1.000 1.539e-02 0.312 2.709 1.762 0.707 0.093 -0.399 -1.125 -1.702 -1.785
0.0152 0.01508 9.60000 1.3545374870 2.5254058196    1.325  1.793  3.6719  2.407    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.998e-03 1.533e-03 6.720e-03 -1.000 1.539e-02 0.287 2.707 1.748 0.687 0.071 -0.423 -1.152 -1.732 -1.815
0.0152 0.01508 9.60000 1.3548556566 2.5254389519    1.325  1.813  3.6701  2.380    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.998e-03 1.534e-03 6.720e-03 -1.000 1.539e-02 0.237 2.704 1.720 0.649 0.026 -0.472 -1.208 -1.793 -1.877
0.0152 0.01508 9.60000 1.3550932407 2.5254636809    1.326  1.851  3.6667  2.328    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.998e-03 1.534e-03 6.720e-03 -1.000 1.539e-02 0.143 2.700 1.668 0.576 -0.058 -0.564 -1.313 -1.908 -1.994
0.0152 0.01508 9.60000 1.3552129269 2.5254761346    1.326  1.892  3.6631  2.273    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.534e-03 6.720e-03 -1.000 1.539e-02 0.041 2.695 1.611 0.498 -0.150 -0.663 -1.427 -2.032 -2.120
0.0152 0.01508 9.60000 1.3552749157 2.5254825838    1.326  1.935  3.6593  2.215    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.534e-03 6.720e-03 -1.000 1.539e-02 -0.067 2.691 1.553 0.416 -0.245 -0.767 -1.545 -2.162 -2.253
0.0152 0.01508 9.60000 1.3553032875 2.5254855353    1.326  1.974  3.6559  2.162    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.534e-03 6.720e-03 -1.000 1.539e-02 -0.165 2.689 1.500 0.343 -0.331 -0.861 -1.653 -2.280 -2.373
0.0152 0.01508 9.60000 1.3553189039 2.5254871598    1.326  2.014  3.6525  2.109    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.264 2.687 1.447 0.269 -0.418 -0.957 -1.762 -2.399 -2.495
0.0152 0.01508 9.60000 1.3553283215 2.5254881394    1.326  2.052  3.6492  2.057    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.361 2.686 1.396 0.196 -0.502 -1.050 -1.868 -2.516 -2.613
0.0152 0.01508 9.60000 1.3553342819 2.5254887594    1.326  2.089  3.6461  2.008    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.452 2.687 1.349 0.130 -0.581 -1.137 -1.967 -2.624 -2.724
0.0152 0.01508 9.60000 1.3553349972 2.5254888338    1.326  2.094  3.6457  2.002    4  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.464 2.687 1.343 0.122 -0.591 -1.148 -1.980 -2.638 -2.738
0.0152 0.01508 9.60000 1.3553351164 2.5254888462    1.326  2.094  3.6457  2.001    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.465 2.687 1.342 0.121 -0.592 -1.149 -1.982 -2.640 -2.740
0.0152 0.01508 9.60000 1.3553408384 2.5254894415    1.326  2.137  3.6422  1.945    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.571 2.663 1.289 0.040 -0.683 -1.249 -2.096 -2.760 -2.865
0.0152 0.01508 9.60000 1.3553457260 2.5254899499    1.326  2.171  3.6393  1.899    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.657 2.641 1.245 -0.026 -0.756 -1.329 -2.188 -2.857 -2.966
0.0152 0.01508 9.60000 1.3553503752 2.5254904335    1.326  2.191  3.6377  1.872    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.707 2.628 1.219 -0.063 -0.798 -1.375 -2.241 -2.913 -3.024
0.0152 0.01508 9.60000 1.3553555012 2.5254909667    1.326  2.206  3.6364  1.852    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.746 2.617 1.199 -0.092 -0.830 -1.411 -2.282 -2.956 -3.070
0.0152 0.01508 9.60000 1.3553688526 2.5254923554    1.326  2.208  3.6363  1.850    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.750 2.616 1.197 -0.095 -0.833 -1.415 -2.286 -2.960 -3.074
0.0152 0.01508 9.60000 1.3553766012 2.5254931614    1.326  2.191  3.6377  1.872    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.708 2.626 1.218 -0.064 -0.799 -1.377 -2.242 -2.914 -3.025
0.0152 0.01508 9.60000 1.3553936481 2.5254949345    1.326  2.167  3.6397  1.904    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.539e-02 -0.647 2.641 1.248 -0.019 -0.749 -1.320 -2.177 -2.845 -2.954
0.0152 0.01508 9.60000 1.3554259539 2.5254982945    1.326  2.151  3.6411  1.926    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-30      0.00 6.880e-01 2.966e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.542e-02 -0.607 2.652 1.269 0.012 -0.714 -1.282 -2.134 -2.799 -2.906
0.0152 0.01508 9.60000 1.3556015491 2.5255165547    1.326  2.141  3.6418  1.938    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-19      0.00 6.880e-01 2.962e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.578e-02 -0.583 2.659 1.282 0.030 -0.694 -1.260 -2.108 -2.773 -2.878
0.0152 0.01508 9.60000 1.3557660580 2.5255336570    1.326  2.165  3.6398  1.907    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-10      0.00 6.880e-01 2.959e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.611e-02 -0.642 2.645 1.252 -0.014 -0.744 -1.315 -2.172 -2.840 -2.948
0.0152 0.01508 9.60000 1.3559033871 2.5255479300    1.325  2.205  3.6365  1.853    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -3.96e-10      0.00 6.880e-01 2.959e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.612e-02 -0.743 2.619 1.202 -0.089 -0.827 -1.408 -2.279 -2.953 -3.066
0.0152 0.01508 9.60000 1.3560210466 2.5255601561    1.325  2.247  3.6329  1.797    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-10      0.00 6.880e-01 2.959e-01 1.997e-03 1.535e-03 6.720e-03 -1.000 1.612e-02 -0.848 2.590 1.148 -0.168 -0.915 -1.505 -2.391 -3.071 -3.190
0.0152 0.01508 9.60000 1.3561190367 2.5255703365    1.325  2.289  3.6294  1.741    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -6.11e-10      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -0.953 2.558 1.093 -0.246 -1.002 -1.602 -2.503 -3.188 -3.314
0.0152 0.01508 9.60000 1.3562011719 2.5255788683    1.324  2.331  3.6260  1.685    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1  -7.5e-10      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.056 2.523 1.040 -0.321 -1.085 -1.695 -2.612 -3.303 -3.435
0.0152 0.01508 9.60000 1.3562721014 2.5255862352    1.324  2.371  3.6226  1.631    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1  -9.2e-10      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.159 2.487 0.986 -0.395 -1.167 -1.788 -2.720 -3.417 -3.555
0.0152 0.01508 9.60000 1.3563336134 2.5255926233    1.323  2.412  3.6191  1.576    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-09      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.260 2.450 0.932 -0.469 -1.248 -1.879 -2.827 -3.530 -3.675
0.0152 0.01508 9.60000 1.3563884497 2.5255983175    1.323  2.453  3.6157  1.521    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-09      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.362 2.412 0.880 -0.540 -1.327 -1.970 -2.934 -3.644 -3.796
0.0152 0.01508 9.60000 1.3564386368 2.5256035285    1.322  2.494  3.6122  1.466    7  0.000  0.396     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-09      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.465 2.402 0.831 -0.608 -1.407 -2.063 -3.044 -3.762 -3.919
0.0152 0.01508 9.60000 1.3564846516 2.5256083059    1.321  2.535  3.6087  1.411    7  0.000  0.396     9.70     7.14     5.07     3.86     3.13  4 -2.06e-09      0.00 6.880e-01 2.959e-01 1.996e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.567 2.413 0.789 -0.670 -1.484 -2.157 -3.154 -3.883 -4.046
0.0152 0.01508 9.60000 1.3565275669 2.5256127611    1.321  2.576  3.6045  1.353    7  0.000  0.396    10.91     7.92     5.60     4.27     3.47  4 -2.52e-09      0.00 6.880e-01 2.959e-01 1.995e-03 1.536e-03 6.720e-03 -1.000 1.612e-02 -1.670 2.436 0.759 -0.723 -1.554 -2.248 -3.266 -4.006 -4.175
0.0152 0.01508 9.60000 1.3565582037 2.5256159415    1.320  2.607  3.5992  1.300    7  0.000  0.396    12.16     8.72     6.13     4.68     3.81  4 -2.93e-09      0.00 6.880e-01 2.959e-01 1.995e-03 1.537e-03 6.720e-03 -1.000 1.612e-02 -1.748 2.507 0.771 -0.735 -1.589 -2.312 -3.355 -4.112 -4.288
0.0152 0.01508 9.60000 1.3565963507 2.5256199012    1.319  2.649  3.5950  1.242    7  0.000  0.395    13.70     9.68     6.78     5.19     4.22  4 -3.55e-09      0.00 6.880e-01 2.959e-01 1.994e-03 1.537e-03 6.720e-03 -1.000 1.612e-02 -1.852 2.523 0.743 -0.780 -1.652 -2.403 -3.469 -4.237 -4.419
0.0152 0.01508 9.60000 1.3566319942 2.5256236009    1.318  2.690  3.5914  1.186    7  0.000  0.395    15.36    10.72     7.47     5.72     4.65  4 -4.35e-09      0.00 6.880e-01 2.959e-01 1.991e-03 1.540e-03 6.720e-03 -1.000 1.612e-02 -1.954 2.530 0.709 -0.831 -1.720 -2.496 -3.580 -4.358 -4.545
0.0152 0.01508 9.60000 1.3566656113 2.5256270900    1.316  2.731  3.5876  1.129    7  0.000  0.394    17.24    11.86     8.23     6.32     5.14  4 -5.25e-09      0.00 6.880e-01 2.959e-01 1.987e-03 1.544e-03 6.720e-03 -1.000 1.614e-02 -2.057 2.535 0.680 -0.875 -1.781 -2.586 -3.691 -4.479 -4.672
0.0152 0.01508 9.60000 1.3566997051 2.5256306284    1.314  2.772  3.5837  1.071    7  0.000  0.393    19.39    13.16     9.09     6.99     5.68  3 -6.42e-09      0.00 6.880e-01 2.959e-01 1.982e-03 1.550e-03 6.720e-03 -1.000 1.614e-02 -2.161 2.541 0.654 -0.914 -1.839 -2.678 -3.804 -4.602 -4.802
0.0152 0.01508 9.60000 1.3567314148 2.5256339192    1.312  2.813  3.5798  1.014    7  0.000  0.392    21.79    14.59    10.03     7.72     6.28  3 -7.78e-09      0.00 6.880e-01 2.959e-01 1.978e-03 1.555e-03 6.720e-03 -1.000 1.614e-02 -2.262 2.549 0.632 -0.950 -1.894 -2.766 -3.915 -4.724 -4.929
0.0152 0.01508 9.60000 1.3567557335 2.5256364428    1.310  2.851  3.5760  0.960    7  0.000  0.392    24.32    16.07    11.00     8.48     6.90  3 -9.27e-09      0.00 6.880e-01 2.959e-01 1.975e-03 1.560e-03 6.720e-03 -1.000 1.612e-02 -2.358 2.554 0.623 -0.965 -1.931 -2.847 -4.021 -4.838 -5.049
0.0152 0.01508 9.60000 1.3567712307 2.5256380509    1.309  2.884  3.5727  0.914    7  0.000  0.391    26.76    17.49    11.92     9.20     7.49  3 -1.08e-08      0.00 6.879e-01 2.959e-01 1.972e-03 1.563e-03 6.720e-03 -1.000 1.612e-02 -2.440 2.562 0.619 -0.976 -1.961 -2.917 -4.113 -4.938 -5.154
0.0152 0.01508 9.60000 1.3567835093 2.5256393250    1.308  2.916  3.5694  0.868    7  0.000  0.391    29.34    18.97    12.88     9.96     8.11  3 -1.26e-08      0.00 6.879e-01 2.959e-01 1.969e-03 1.566e-03 6.720e-03 -1.000 1.614e-02 -2.519 2.569 0.617 -0.982 -1.988 -2.982 -4.201 -5.033 -5.255
0.0152 0.01508 9.60000 1.3567943573 2.5256404507    1.306  2.951  3.5657  0.818    7  0.000  0.390    32.53    20.78    14.06    10.88     8.86  3 -1.47e-08      0.00 6.879e-01 2.959e-01 1.967e-03 1.569e-03 6.720e-03 -1.000 1.615e-02 -2.608 2.573 0.627 -0.970 -2.003 -3.052 -4.300 -5.140 -5.368
0.0152 0.01508 9.60000 1.3568044901 2.5256415021    1.305  2.988  3.5617  0.764    7  0.000  0.390    36.29    22.89    15.41    11.95     9.73  3 -1.73e-08      0.00 6.879e-01 2.959e-01 1.965e-03 1.571e-03 6.720e-03 -1.000 1.615e-02 -2.700 2.579 0.640 -0.956 -2.018 -3.124 -4.405 -5.253 -5.487
0.0152 0.01508 9.60000 1.3568134308 2.5256424298    1.303  3.024  3.5578  0.712    7  0.000  0.389    40.38    25.15    16.86    13.09    10.67  3 -2.03e-08      0.00 6.879e-01 2.959e-01 1.964e-03 1.573e-03 6.720e-03 -1.000 1.615e-02 -2.790 2.584 0.665 -0.925 -2.021 -3.190 -4.506 -5.362 -5.603
0.0152 0.01508 9.60000 1.3568221331 2.5256433327    1.302  3.061  3.5536  0.658    7  0.000  0.389    45.09    27.71    18.50    14.38    11.72  2  -2.4e-08      0.00 6.879e-01 2.959e-01 1.962e-03 1.574e-03 6.720e-03 -1.000 1.615e-02 -2.882 2.590 0.701 -0.880 -2.014 -3.254 -4.610 -5.475 -5.722
0.0152 0.01508 9.60000 1.3568313122 2.5256442852    1.299  3.100  3.5491  0.600    7  0.000  0.389    50.75    30.76    20.44    15.92    12.98  2 -2.86e-08      0.00 6.879e-01 2.959e-01 1.961e-03 1.576e-03 6.720e-03 -1.000 1.615e-02 -2.980 2.596 0.747 -0.821 -2.001 -3.317 -4.722 -5.595 -5.850
0.0152 0.01508 9.60000 1.3568416834 2.5256453612    1.296  3.144  3.5438  0.534    7  0.000  0.389    58.05    34.63    22.89    17.85    14.56  2 -3.49e-08      0.00 6.879e-01 2.959e-01 1.961e-03 1.576e-03 6.720e-03 -1.000 1.615e-02 -3.089 2.603 0.824 -0.721 -1.965 -3.375 -4.849 -5.730 -5.994
0.0152 0.01508 9.60000 1.3568531275 2.5256465486    1.292  3.187  3.5385  0.468    7  0.000  0.389    66.40    38.99    25.63    20.03    16.34  2 -4.23e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.198 2.614 0.918 -0.601 -1.916 -3.425 -4.974 -5.864 -6.137
0.0152 0.01508 9.60000 1.3568639755 2.5256476741    1.288  3.224  3.5338  0.411    7  0.000  0.389    74.59    43.19    28.26    22.12    18.05  2 -4.98e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.290 2.624 1.024 -0.468 -1.857 -3.452 -5.083 -5.979 -6.261
0.0152 0.01508 9.60000 1.3568681479 2.5256481070    1.286  3.209  3.5355  0.432    7  0.000  0.389    71.38    41.55    27.23    21.30    17.38  2 -4.71e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.252 2.623 0.988 -0.514 -1.876 -3.438 -5.039 -5.933 -6.211
0.0152 0.01508 9.60000 1.3568696976 2.5256482678    1.285  3.225  3.5336  0.409    7  0.000  0.389    74.96    43.38    28.37    22.21    18.12  2 -5.06e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.292 2.625 1.029 -0.462 -1.854 -3.452 -5.086 -5.982 -6.264
0.0152 0.01508 9.60000 1.3568699360 2.5256482925    1.285  3.221  3.5341  0.414    7  0.000  0.389    74.18    42.98    28.12    22.01    17.96  2 -4.98e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.284 2.624 1.019 -0.474 -1.860 -3.450 -5.076 -5.972 -6.253
0.0152 0.01508 9.60000 1.3568700552 2.5256483049    1.285  3.217  3.5347  0.421    7  0.000  0.389    73.10    42.43    27.78    21.74    17.74  2  -4.9e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.272 2.623 1.006 -0.491 -1.867 -3.446 -5.062 -5.957 -6.237
0.0152 0.01508 9.60000 1.3568701744 2.5256483173    1.285  3.209  3.5356  0.432    7  0.000  0.389    71.46    41.59    27.25    21.32    17.40  2 -4.74e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.253 2.622 0.985 -0.517 -1.878 -3.440 -5.040 -5.934 -6.212
0.0152 0.01508 9.60000 1.3568702936 2.5256483296    1.285  3.205  3.5361  0.438    7  0.000  0.389    70.51    41.10    26.95    21.08    17.20  2 -4.65e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.242 2.622 0.974 -0.531 -1.884 -3.436 -5.027 -5.920 -6.198
0.0152 0.01508 9.60000 1.3568705320 2.5256483544    1.284  3.214  3.5350  0.425    7  0.000  0.389    72.50    42.12    27.59    21.59    17.61  2 -4.83e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.265 2.623 0.999 -0.500 -1.871 -3.444 -5.054 -5.948 -6.228
0.0152 0.01508 9.60000 1.3568707705 2.5256483791    1.284  3.223  3.5339  0.412    7  0.000  0.389    74.49    43.14    28.22    22.09    18.03  2 -5.01e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.287 2.625 1.023 -0.469 -1.857 -3.450 -5.079 -5.975 -6.257
0.0152 0.01508 9.60000 1.3568710089 2.5256484039    1.284  3.232  3.5328  0.398    7  0.000  0.389    76.56    44.19    28.88    22.61    18.45  2 -5.19e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.309 2.627 1.048 -0.437 -1.843 -3.457 -5.105 -6.003 -6.287
0.0152 0.01508 9.60000 1.3568712473 2.5256484286    1.284  3.241  3.5315  0.384    7  0.000  0.389    78.88    45.37    29.61    23.20    18.93  2 -5.41e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.333 2.630 1.076 -0.401 -1.827 -3.464 -5.134 -6.033 -6.319
0.0152 0.01508 9.60000 1.3568717241 2.5256484781    1.284  3.256  3.5296  0.361    7  0.000  0.389    82.58    47.24    30.78    24.13    19.69  2 -5.74e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.369 2.634 1.122 -0.344 -1.801 -3.472 -5.177 -6.078 -6.368
0.0152 0.01508 9.60000 1.3568724394 2.5256485523    1.283  3.273  3.5273  0.334    7  0.000  0.389    87.32    49.62    32.26    25.30    20.65  2  -6.2e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.414 2.638 1.192 -0.256 -1.759 -3.468 -5.229 -6.133 -6.427
0.0152 0.01508 9.60000 1.3568732738 2.5256486388    1.283  3.287  3.5254  0.312    7  0.000  0.389    91.25    51.58    33.47    26.28    21.45  2 -6.58e-08      0.00 6.879e-01 2.959e-01 1.960e-03 1.577e-03 6.720e-03 -1.000 1.615e-02 -3.448 2.643 1.250 -0.183 -1.724 -3.463 -5.270 -6.176 -6.474
0.0152 0.01508 9.60000 1.3568743467 2.5256487502    1.282  3.272  3.5271  0.335    7  0.000  0.388    87.21    49.56    32.22    25.28    20.63  2 -6.18e-08      0.00 6.879e-01 2.960e-01 1.959e-03 1.579e-03 6.720e-03 -1.000 1.611e-02 -3.410 2.644 1.203 -0.243 -1.749 -3.460 -5.226 -6.130 -6.425
0.0152 0.01508 9.60000 1.3568757772 2.5256488986    1.281  3.293  3.5239  0.301    7  0.000  0.388    93.46    52.67    34.15    26.82    21.89  2 -6.74e-08      0.00 6.879e-01 2.960e-01 1.959e-03 1.579e-03 6.720e-03 -1.000 1.611e-02 -3.462 2.656 1.305 -0.116 -1.685 -3.447 -5.289 -6.196 -6.497
0.0152 0.01508 9.60000 1.3568779230 2.5256491212    1.279  3.371  3.5138  0.182    7  0.529  0.388   119.31    65.32    41.94    33.04    26.98  2  -9.3e-08      0.00 6.879e-01 2.960e-01 1.959e-03 1.579e-03 6.720e-03 -1.000 1.611e-02 -3.657 2.677 1.661 0.341 -1.459 -3.376 -5.517 -6.436 -6.758
